LinkRef,LinkDescription,Date,TimePeriod,AverageJT,AverageSpeed,DataQuality,LinkLength,Flow,JT1
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,4,129.57,125.31,3,4.510000229,18,0.771783592
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,5,166.27,97.65,3,4.510000229,14.5,0.601431407
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,6,159.82,101.59,3,4.510000229,19,0.625703917
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,7,162.75,99.76,3,4.510000229,15,0.614439324
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,8,151.38,107.25,3,4.510000229,14.5,0.660589246
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,9,173.09,93.8,3,4.510000229,15,0.577734127
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,10,152.18,106.69,3,4.510000229,14,0.657116572
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,11,151.8,106.96,3,4.510000229,13,0.658761528
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,12,179,90.7,3,4.510000229,19,0.558659218
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,13,149.72,108.44,3,4.510000229,19.5,0.667913438
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,14,153.56,105.73,3,4.510000229,24.5,0.651211253
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,15,143.59,113.07,3,4.510000229,17.5,0.696427328
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,16,192.77,84.22,3,4.510000229,21,0.518752918
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,17,167.17,97.12,3,4.510000229,23.5,0.598193456
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,18,170.01,95.5,3,4.510000229,37,0.588200694
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,19,149.56,108.56,3,4.510000229,38.5,0.668627975
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,20,146.7,110.67,3,4.510000229,47.5,0.681663258
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,21,159.27,101.94,3,4.510000229,70.5,0.627864632
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,22,149.68,108.47,1,4.510000229,105.5,0.668091929
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,23,149.68,108.47,1,4.510000229,96,0.668091929
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,24,149.68,108.47,1,4.510000229,137.5,0.668091929
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,25,141.71,114.57,1,4.510000229,138.5,0.705666502
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,26,160.36,101.25,1,4.510000229,200,0.623596907
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,27,151.84,106.93,1,4.510000229,209,0.658587987
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,28,157.13,103.33,1,4.510000229,262.5,0.636415707
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,29,194.98,83.27,1,4.510000229,303.5,0.512873115
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,30,194.98,83.27,1,4.510000229,307,0.512873115
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,31,194.98,83.27,1,4.510000229,308,0.512873115
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,32,154.31,105.22,3,4.510000229,285,0.648046141
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,33,157.36,103.18,3,4.510000229,282.5,0.635485511
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,34,156,104.08,3,4.510000229,267.5,0.641025641
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,35,159.57,101.75,3,4.510000229,243.5,0.626684214
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,36,159.79,101.61,1,4.510000229,203,0.625821391
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,37,159.79,101.61,1,4.510000229,202.5,0.625821391
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,38,159.79,101.61,1,4.510000229,199,0.625821391
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,39,131.08,123.86,1,4.510000229,182,0.76289289
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,40,161.7,100.41,1,4.510000229,172.5,0.61842919
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,41,172.94,93.88,1,4.510000229,167.5,0.578235226
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,42,138.18,117.5,1,4.510000229,167,0.723693733
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,43,138.18,117.5,1,4.510000229,161,0.723693733
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,44,157.63,103,1,4.510000229,166,0.634397006
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,45,157.63,103,1,4.510000229,163.5,0.634397006
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,46,150.96,107.55,1,4.510000229,163.5,0.662427133
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,47,144.28,112.53,1,4.510000229,160,0.693096756
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,48,154.82,104.87,1,4.510000229,160.5,0.645911381
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,49,158.14,102.67,1,4.510000229,163.5,0.632351081
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,50,147.43,110.13,1,4.510000229,168,0.678288001
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,51,147.43,110.13,1,4.510000229,166,0.678288001
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,52,131.61,123.36,1,4.510000229,170.5,0.759820682
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,53,131.61,123.36,1,4.510000229,179,0.759820682
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,54,189.34,85.75,1,4.510000229,175,0.528150417
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,55,170.46,95.25,1,4.510000229,159,0.586647894
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,56,154.79,104.89,1,4.510000229,161.5,0.646036566
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,57,139.11,116.71,1,4.510000229,176.5,0.718855582
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,58,149.03,108.94,1,4.510000229,170,0.671005838
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,59,158.94,102.15,1,4.510000229,181,0.62916824
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,60,182.67,88.88,1,4.510000229,179.5,0.547435266
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,61,161.04,100.82,1,4.510000229,200,0.620963736
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,62,151.51,107.16,1,4.510000229,209,0.660022441
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,63,156.69,103.62,1,4.510000229,190,0.638202821
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,64,140.9,115.23,1,4.510000229,229,0.709723208
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,65,130.61,124.31,1,4.510000229,244,0.765638159
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,66,140.34,115.69,1,4.510000229,261,0.712555223
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,67,150.06,108.2,1,4.510000229,242,0.666400107
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,68,146.78,110.61,1,4.510000229,279.5,0.681291729
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,69,143.5,113.14,1,4.510000229,282,0.696864111
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,70,144.91,112.04,1,4.510000229,286.5,0.6900835
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,71,146.32,110.96,1,4.510000229,261.5,0.68343357
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,72,134.29,120.9,1,4.510000229,263,0.744657085
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,73,163.06,99.57,1,4.510000229,222.5,0.613271189
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,74,151.83,106.94,1,4.510000229,199,0.658631364
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,75,140.6,115.48,1,4.510000229,183,0.711237553
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,76,132.9,122.17,1,4.510000229,163,0.752445448
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,77,166.11,97.74,1,4.510000229,142,0.602010716
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,78,160.94,100.88,1,4.510000229,130.5,0.621349571
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,79,180.14,90.13,1,4.510000229,113.5,0.555123793
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,80,180.14,90.13,1,4.510000229,97,0.555123793
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,81,163.39,99.37,1,4.510000229,99,0.61203256
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,82,146.63,110.73,1,4.510000229,86,0.681988679
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,83,146.63,110.73,1,4.510000229,80,0.681988679
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,84,166.13,97.73,1,4.510000229,77.5,0.601938241
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,85,185.62,87.47,1,4.510000229,79,0.53873505
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,86,153.5,105.77,1,4.510000229,79,0.651465798
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,87,147.51,110.07,1,4.510000229,70.5,0.677920141
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,88,141.51,114.73,1,4.510000229,75,0.70666384
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,89,141.51,114.73,1,4.510000229,59,0.70666384
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,90,141.51,114.73,1,4.510000229,55,0.70666384
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,91,165.68,98,3,4.510000229,45.5,0.603573153
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,92,149.35,108.71,3,4.510000229,47,0.669568129
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,93,147.16,110.33,3,4.510000229,40,0.679532482
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,94,162.98,99.62,3,4.510000229,36,0.613572217
AL100,A414 between M1 J7 and A405 (AL100),8/8/13 0:00,95,159.18,102,3,4.510000229,30,0.628219626
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,0,135.79,119.57,3,4.510000229,25,0.736431254
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,1,162.26,100.06,3,4.510000229,23.5,0.616294835
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,2,148.78,109.13,3,4.510000229,25,0.672133351
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,3,133.05,122.03,3,4.510000229,21.25,0.751597144
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,4,166.37,97.59,3,4.510000229,20.5,0.601069904
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,5,146.01,111.2,3,4.510000229,17.75,0.684884597
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,6,127.51,127.33,3,4.510000229,19,0.784252216
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,7,173.92,93.35,3,4.510000229,16,0.574977001
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,8,162.83,99.71,3,4.510000229,17,0.614137444
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,9,191.01,85,3,4.510000229,20,0.523532799
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,10,162.72,99.78,5,4.510000229,14.5,0.614552606
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,11,152.45,106.5,3,4.510000229,15,0.655952771
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,12,161.6,100.47,3,4.510000229,19,0.618811881
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,13,144.87,112.07,3,4.510000229,20,0.690274039
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,14,125.34,129.54,3,4.510000229,24,0.797829903
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,15,175.32,92.61,3,4.510000229,18,0.570385581
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,16,155.63,104.32,3,4.510000229,22,0.642549637
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,17,109.03,148.91,1,4.510000229,22,0.917178758
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,18,109.03,148.91,1,4.510000229,38,0.917178758
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,19,109.03,148.91,1,4.510000229,33.25,0.917178758
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,20,157.45,103.12,1,4.510000229,43,0.635122261
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,21,157.45,103.12,1,4.510000229,66,0.635122261
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,22,157.45,103.12,1,4.510000229,97,0.635122261
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,23,154.57,105.04,1,4.510000229,91.75,0.646956072
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,24,154.57,105.04,1,4.510000229,121,0.646956072
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,25,154.57,105.04,1,4.510000229,135,0.646956072
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,26,152.47,106.49,1,4.510000229,172.5,0.655866728
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,27,160.59,101.1,1,4.510000229,199.5,0.62270378
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,28,168.7,96.24,1,4.510000229,234,0.592768228
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,29,161.57,100.49,1,4.510000229,279.25,0.618926781
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,30,154.79,104.89,1,4.510000229,291,0.646036566
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,31,161.34,100.63,1,4.510000229,269,0.619809099
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,32,150.28,108.04,1,4.510000229,269,0.665424541
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,33,149.43,108.65,1,4.510000229,262.75,0.669209663
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,34,149.41,108.67,1,4.510000229,255,0.669299244
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,35,188.9,85.95,1,4.510000229,213.25,0.529380625
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,36,150.77,107.69,1,4.510000229,186,0.663261922
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,37,160.06,101.44,1,4.510000229,186.5,0.624765713
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,38,149.43,108.65,1,4.510000229,179.75,0.669209663
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,39,145.99,111.21,1,4.510000229,183,0.684978423
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,40,157.43,103.13,1,4.510000229,175.5,0.635202947
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,41,168.86,96.15,1,4.510000229,163.5,0.592206562
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,42,139.5,116.39,1,4.510000229,168.75,0.716845878
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,43,150.28,108.04,1,4.510000229,164.5,0.665424541
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,44,144.16,112.62,1,4.510000229,169,0.693673696
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,45,138.03,117.63,1,4.510000229,180.5,0.724480185
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,46,136.44,119,1,4.510000229,173,0.732922897
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,47,186.73,86.95,1,4.510000229,175.5,0.535532587
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,48,132.64,122.41,1,4.510000229,177.5,0.753920386
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,49,133.33,121.77,1,4.510000229,181,0.75001875
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,50,134.02,121.15,1,4.510000229,190.25,0.74615729
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,51,142.13,114.23,1,4.510000229,188,0.703581228
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,52,150.24,108.07,1,4.510000229,177.5,0.665601704
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,53,152.18,106.69,1,4.510000229,211.5,0.657116572
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,54,149.15,108.86,1,4.510000229,214,0.670465974
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,55,165.77,97.94,1,4.510000229,184.75,0.603245461
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,56,152.62,106.38,1,4.510000229,199,0.65522212
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,57,142.78,113.71,1,4.510000229,193.5,0.700378204
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,58,182.3,89.06,1,4.510000229,190.5,0.548546352
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,59,150.01,108.23,1,4.510000229,193,0.666622225
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,60,154.04,105.4,1,4.510000229,210.25,0.649182031
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,61,142.01,114.33,1,4.510000229,210.5,0.704175762
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,62,147.39,110.16,1,4.510000229,219,0.678472081
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,63,137.4,118.17,1,4.510000229,205,0.727802038
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,64,174.99,92.78,1,4.510000229,239,0.571461226
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,65,131.4,123.56,1,4.510000229,245,0.761035008
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,66,133.07,122.01,1,4.510000229,255,0.751484181
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,67,134.74,120.5,1,4.510000229,263,0.742170105
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,68,140.12,115.87,1,4.510000229,274,0.713673994
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,69,140.13,115.86,1,4.510000229,291.5,0.713623064
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,70,140.13,115.86,1,4.510000229,268,0.713623064
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,71,139.28,116.57,1,4.510000229,255,0.717978173
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,72,138.43,117.29,1,4.510000229,230,0.722386766
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,73,154.04,105.4,1,4.510000229,222,0.649182031
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,74,128.43,126.42,1,4.510000229,189,0.778634275
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,75,151.38,107.25,1,4.510000229,172.5,0.660589246
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,76,163.69,99.19,1,4.510000229,151,0.610910868
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,77,151.75,106.99,1,4.510000229,147,0.658978583
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,78,139.8,116.14,1,4.510000229,132.5,0.715307582
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,79,139.8,116.14,1,4.510000229,111.5,0.715307582
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,80,137.44,118.13,1,4.510000229,103,0.727590221
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,81,137.44,118.13,1,4.510000229,98.5,0.727590221
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,82,132.39,122.64,1,4.510000229,92.5,0.755344059
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,83,132.39,122.64,1,4.510000229,81.5,0.755344059
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,84,169.64,95.71,1,4.510000229,75,0.589483612
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,85,169.64,95.71,1,4.510000229,79.5,0.589483612
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,86,169.64,95.71,1,4.510000229,76.5,0.589483612
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,87,163.23,99.47,1,4.510000229,72,0.612632482
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,88,163.23,99.47,1,4.510000229,72.5,0.612632482
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,89,163.23,99.47,1,4.510000229,59,0.612632482
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,90,163.23,99.47,1,4.510000229,59.25,0.612632482
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,91,155.6,104.34,3,4.510000229,53.5,0.642673522
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,92,144.36,112.47,3,4.510000229,46.5,0.692712663
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,93,162.09,100.17,3,4.510000229,45,0.616941206
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,94,151.54,107.14,3,4.510000229,38.5,0.659891778
AL100,A414 between M1 J7 and A405 (AL100),8/9/13 0:00,95,162.72,99.78,5,4.510000229,35,0.614552606
AL100,A414 between M1 J7 and A405 (AL100),8/10/13 0:00,0,123.72,131.23,3,4.510000229,31.5,0.808276754
AL100,A414 between M1 J7 and A405 (AL100),8/10/13 0:00,1,162.93,99.65,1,4.510000229,30,0.613760511
AL100,A414 between M1 J7 and A405 (AL100),8/10/13 0:00,2,162.93,99.65,1,4.510000229,28.5,0.613760511
AL100,A414 between M1 J7 and A405 (AL100),8/10/13 0:00,3,162.93,99.65,1,4.510000229,20.5,0.613760511
AL100,A414 between M1 J7 and A405 (AL100),8/10/13 0:00,4,162.93,99.65,1,4.510000229,25,0.613760511
AL100,A414 between M1 J7 and A405 (AL100),8/10/13 0:00,5,162.93,99.65,1,4.510000229,22,0.613760511
AL100,A414 between M1 J7 and A405 (AL100),8/10/13 0:00,6,151.65,107.06,3,4.510000229,24,0.659413122
AL100,A414 between M1 J7 and A405 (AL100),8/10/13 0:00,7,149.1,108.89,3,4.510000229,19,0.670690812
AL100,A414 between M1 J7 and A405 (AL100),8/10/13 0:00,8,168.43,96.4,3,4.510000229,18.25,0.593718459
AL100,A414 between M1 J7 and A405 (AL100),8/10/13 0:00,9,166.99,97.23,3,4.510000229,18.25,0.598838254
AL100,A414 between M1 J7 and A405 (AL100),8/10/13 0:00,10,135.07,120.2,3,4.510000229,15.25,0.740356852
AL100,A414 between M1 J7 and A405 (AL100),8/10/13 0:00,11,149.04,108.94,3,4.510000229,16,0.670960816
AL100,A414 between M1 J7 and A405 (AL100),8/10/13 0:00,12,155.55,104.38,3,4.510000229,17,0.642880103
AL100,A414 between M1 J7 and A405 (AL100),8/10/13 0:00,13,151.21,107.37,3,4.510000229,17,0.661331922
AL100,A414 between M1 J7 and A405 (AL100),8/10/13 0:00,14,159.47,101.81,3,4.510000229,21,0.627077193
AL100,A414 between M1 J7 and A405 (AL100),8/10/13 0:00,15,140.21,115.8,3,4.510000229,18,0.71321589
AL100,A414 between M1 J7 and A405 (AL100),8/10/13 0:00,16,159.27,101.94,3,4.510000229,15,0.627864632
AL100,A414 between M1 J7 and A405 (AL100),8/10/13 0:00,17,159.27,101.94,3,4.510000229,24.5,0.627864632
AL100,A414 between M1 J7 and A405 (AL100),8/10/13 0:00,18,147.24,110.27,1,4.510000229,25.75,0.679163271
AL100,A414 between M1 J7 and A405 (AL100),8/10/13 0:00,19,147.24,110.27,1,4.510000229,21.5,0.679163271
AL100,A414 between M1 J7 and A405 (AL100),8/10/13 0:00,20,147.24,110.27,1,4.510000229,24,0.679163271
AL100,A414 between M1 J7 and A405 (AL100),8/10/13 0:00,21,147.24,110.27,1,4.510000229,42.75,0.679163271
AL100,A414 between M1 J7 and A405 (AL100),8/10/13 0:00,22,153.95,105.46,1,4.510000229,60,0.649561546
AL100,A414 between M1 J7 and A405 (AL100),8/10/13 0:00,23,160.66,101.06,1,4.510000229,48.5,0.622432466
AL100,A414 between M1 J7 and A405 (AL100),8/10/13 0:00,24,160.66,101.06,1,4.510000229,64.75,0.622432466
AL100,A414 between M1 J7 and A405 (AL100),8/10/13 0:00,25,160.66,101.06,1,4.510000229,56.5,0.622432466
AL100,A414 between M1 J7 and A405 (AL100),8/10/13 0:00,26,160.66,101.06,1,4.510000229,67.5,0.622432466
AL100,A414 between M1 J7 and A405 (AL100),8/10/13 0:00,27,152.21,106.67,3,4.510000229,68.5,0.656987057
AL100,A414 between M1 J7 and A405 (AL100),8/10/13 0:00,28,150.68,107.75,3,4.510000229,69.5,0.663658083
AL100,A414 between M1 J7 and A405 (AL100),8/10/13 0:00,29,139.54,116.35,3,4.510000229,87,0.71664039
AL100,A414 between M1 J7 and A405 (AL100),8/10/13 0:00,30,147.97,109.72,3,4.510000229,98,0.675812665
AL100,A414 between M1 J7 and A405 (AL100),8/10/13 0:00,31,161.34,100.63,3,4.510000229,103.5,0.619809099
AL100,A414 between M1 J7 and A405 (AL100),8/10/13 0:00,32,159.74,101.64,1,4.510000229,107.5,0.626017278
AL100,A414 between M1 J7 and A405 (AL100),8/10/13 0:00,33,159.74,101.64,1,4.510000229,107,0.626017278
AL100,A414 between M1 J7 and A405 (AL100),8/10/13 0:00,34,159.74,101.64,1,4.510000229,118,0.626017278
AL100,A414 between M1 J7 and A405 (AL100),8/10/13 0:00,35,159.74,101.64,1,4.510000229,117.75,0.626017278
AL100,A414 between M1 J7 and A405 (AL100),8/10/13 0:00,36,159.74,101.64,1,4.510000229,110,0.626017278
AL100,A414 between M1 J7 and A405 (AL100),8/10/13 0:00,37,163.6,99.24,1,4.510000229,121,0.611246944
AL100,A414 between M1 J7 and A405 (AL100),8/10/13 0:00,38,163.6,99.24,1,4.510000229,132.5,0.611246944
AL100,A414 between M1 J7 and A405 (AL100),8/10/13 0:00,39,163.6,99.24,1,4.510000229,151,0.611246944
AL100,A414 between M1 J7 and A405 (AL100),8/10/13 0:00,40,150.51,107.87,1,4.510000229,140.25,0.664407681
AL100,A414 between M1 J7 and A405 (AL100),8/10/13 0:00,41,137.17,118.36,1,4.510000229,157,0.729022381
AL100,A414 between M1 J7 and A405 (AL100),8/10/13 0:00,42,147.07,110.4,1,4.510000229,168.5,0.679948324
AL100,A414 between M1 J7 and A405 (AL100),8/10/13 0:00,43,156.62,103.66,1,4.510000229,165.75,0.63848806
AL100,A414 between M1 J7 and A405 (AL100),8/10/13 0:00,44,166.17,97.71,1,4.510000229,180,0.601793344
